Unnamed: 0,username,text,created_at,sumber,sentiment,month,label_code,text_stopwords
8029,@Purwito-t7e,saya rasa lebih karena saat tren naik market setiap tahunnya kenaikan lebih dari harga saat awal tahun hingga puncaknya,,Youtube,netral,,0,rasa lebih saat tren naik market setiap tahunnya kenaikan lebih harga saat awal tahun hingga puncaknya
8030,@satriayudoofficial6435,sumpah ka daging banget isinya berkah selaluu,,Youtube,positive,,1,sumpah ka daging banget isinya berkah selaluu
8031,@pwgaspol5436,bagus lanjut teruss pom belum bitcoin tmpat ush saya ada gambar bitcoin nya,,Youtube,positive,,1,bagus lanjut teruss pom belum bitcoin tmpat ush gambar bitcoin nya
8032,@cilapop90,wah analisa admin bagus juga nih keren,,Youtube,positive,,1,wah analisa admin bagus nih keren
8033,@yos-o521,sebagian besar video pembahasan bitcoin dari ngomu bikin makin yakin investasinya terima kasih banyak kakak luna kawan kawan,,Youtube,positive,,1,sebagian besar video pembahasan bitcoin ngomu bikin makin yakin investasinya terima kasih banyak kakak luna kawan kawan
8034,@andikadamongi157,walau verus halving tetap saya pertahankan mining saya karena ketika bitcoin naik veruspun ikut naik,,Youtube,positive,,1,walau verus halving tetap pertahankan mining ketika bitcoin naik veruspun ikut naik
8035,@widibaka7058,semangat terus kakak cantik jangan lupa makan sehat jangan kecape an ya,,Youtube,positive,,1,semangat terus kakak cantik jangan lupa makan sehat jangan kecape an
8036,@Ayoberbisnisyah,ini bagus ilmunya tapi suara vokalnya kaya kegedean bass coba turunin bassnya terus naikin trebelnya pasti ngomongnya jadi lebih jelas terima kasih,,Youtube,netral,,0,bagus ilmunya suara vokalnya kaya kegedean bass coba turunin bassnya terus naikin trebelnya pasti ngomongnya jadi lebih jelas terima kasih
8037,@DonnyMUFC,tidak ada yang pasti karena bandar akan selalu menang pasti mereka ada data supply and demand,,Youtube,netral,,0,pasti bandar selalu menang pasti data supply and demand
8038,@hanifanruhullahsidiq1878,anjyyy inii mahh konten daging smua,,Youtube,negative,,2,anjyyy inii mahh konten daging smua
8039,@r1amirudin,sangat bermanfaat analisanya harga bitcoin waktunya doxing dan buka kelas,,Youtube,positive,,1,sangat bermanfaat analisanya harga bitcoin waktunya doxing buka kelas
8040,@nub.project,update terus yah admin biar makin semangat terima kasih,,Youtube,positive,,1,update terus yah admin biar makin semangat terima kasih
8041,@agusmansur5412,lumayan buat tambah pengetahuan bagus bagus,,Youtube,positive,,1,lumayan buat tambah pengetahuan bagus bagus
8042,@thaliawijaya4264,masih beli harga bawah bawah terus sampe tiba waktunya admin,,Youtube,netral,,0,masih beli harga bawah bawah terus sampe tiba waktunya admin
8043,@agungwija_,terima kasih admin analisa saya juga sekitar bulan oktober puncaknya jadi semakin yakin,,Youtube,positive,,1,terima kasih admin analisa sekitar bulan oktober puncaknya jadi semakin yakin
8044,@nandangadi_0124,team ngomu ikut masuk bitcoin tidak sih,,Youtube,netral,,0,team ngomu ikut masuk bitcoin
8045,@sriindriani1067,admin update terus ya videonya terkait harga bitcoin biar jadi pertimbangan analisaku di bullrun banget ini untuk tapi,,Youtube,positive,,1,admin update terus videonya terkait harga bitcoin biar jadi pertimbangan analisaku bullrun banget
8046,@andrecow7450,indikatornya dapat dilihat dimana kakak apakah di tranding view ada,,Youtube,netral,,0,indikatornya dapat dilihat dimana kakak apakah tranding view
8047,@jackgaming3266,saya sayang banget sama yang bicara di vdio ini,,Youtube,positive,,1,sayang banget sama bicara vdio
8048,@generasinewmind3543,beli saham btek di rp jual di rp dapat triliun,,Youtube,positive,,1,beli saham btek rp jual rp dapat triliun
8049,@AXELLL936,pakai exchange apa nih admin buat dapat mode prediksi itu,,Youtube,netral,,0,pakai exchange nih admin buat dapat mode prediksi
8050,@mikhaelgerson761,guys saran aplikasi untuk beli bitcoin,,Youtube,netral,,0,guys saran aplikasi beli bitcoin
8051,@anggialpian1342,cara mengaktifkar mvzv score nya bagaimana,,Youtube,netral,,0,cara mengaktifkar mvzv score nya
8052,@MiyaBeban,pagi tadi rungkat semuanya semuanya koin,,Youtube,negative,,2,pagi tadi rungkat semuanya semuanya koin
8053,@hendiroy4732,nyesel juga udah mulai maen kripto malah jual rugi baru bulan,,Youtube,negative,,2,nyesel udah mulai maen kripto malah jual rugi baru bulan
8054,@nicknameds9661,bahas coin cex admin ngomu,,Youtube,netral,,0,bahas coin cex admin ngomu
8055,@ppsdesaindahsari,link buat cek z score dimana ya,,Youtube,netral,,0,link buat cek z score dimana
8056,@bima23-z6h,jir adem bene suara nya,,Youtube,positive,,1,jir adem bene suara nya
8057,@ziadramadhan6025,ka prediksi ethereum bagaimana di saya ini terimakasih,,Youtube,netral,,0,ka prediksi ethereum terimakasih
8058,@muhammadridwan-fe9tk,review aitech yang teknologinya bagus banget dong admin,,Youtube,positive,,1,review aitech teknologinya bagus banget admin
8059,@animalsworld5129,hari ini tgl des bitcoin masih crash,,Youtube,negative,,2,hari tgl des bitcoin masih crash
8060,@WildahNadiana,apakah bitcoin november mencapai harga puncaknya dan altcoin mulai rely tgl november,,Youtube,netral,,0,apakah bitcoin november mencapai harga puncaknya altcoin mulai rely tgl november
8061,@harishermawan9392,admin minta tolong bahas hipotek pengertian dan analoginya atau prakteknya secara sederhana,,Youtube,netral,,0,admin minta tolong bahas hipotek pengertian analoginya prakteknya secara sederhana
8062,@Dzafp,saya akan kembali ke video ini kalau bitcoin ke m,,Youtube,netral,,0,kembali video bitcoin m
8063,@kangmasbudi4979,ini chanel keren langsung subcribe hari ini bitcoin sudah m,,Youtube,positive,,1,chanel keren langsung subcribe hari bitcoin m
8064,@zainalanshory349,bagus msih boleh beli donk,,Youtube,positive,,1,bagus msih boleh beli donk
8065,@rahmayudin183,bantu saya balik lagi kesini,,Youtube,netral,,0,bantu balik lagi kesini
8066,@fetrayusada0027,target saya jual semua dan nanti jika dapat kembali k k k di mungkin mustahil,,Youtube,negative,,2,target jual semua nanti jika dapat kembali k k k mungkin mustahil
8067,@ChanelPN,mananih orang penjelajah waktu kabarin lah info bitcoin di komen sini,,Youtube,netral,,0,mananih orang penjelajah waktu kabarin lah info bitcoin komen sini
8068,@weracuz,thanks ya admin ini salah satu channel saya belajar bitcoin di awal tahun,,Youtube,positive,,1,thanks admin salah satu channel belajar bitcoin awal tahun
8069,@Airdrop-r3z,entah kenapa suara si kaka nya bikin candu,,Youtube,positive,,1,entah suara si kaka nya bikin candu
8070,@MukamadWakid,bahas si sikat pemalsuan uang dong bagus nih dan efek nya di ekonomi indonesia mendatang,,Youtube,netral,,0,bahas si sikat pemalsuan uang bagus nih efek nya ekonomi indonesia mendatang
8071,@dipamahista,admin sering bahas altcoin coin dan meme coin dong admin,,Youtube,netral,,0,admin sering bahas altcoin coin meme coin admin
8072,@aguzwibowo622,suara kakaknya bikin candu lembut enak didengar,,Youtube,positive,,1,suara kakaknya bikin candu lembut enak didengar
8073,@wongpalembangasli1,wow saya pikir bulan juli pas lihat admin jadi bulan oktober desember,,Youtube,netral,,0,wow pikir bulan juli pas lihat admin jadi bulan oktober desember
8074,@rizoazaolshop636,kalau bitcoin turun atau hancur harga yang untung dipihak siapa uang nya kemana tidak mungkin kalau tidak ada yang ngendaliin kasar nya bandar nya lah,,Youtube,netral,,0,bitcoin turun hancur harga untung dipihak siapa uang nya kemana mungkin ngendaliin kasar nya bandar nya lah
8075,@RyanZID,saya dca bitcoin dari awal sampai akhir sampai jumpa di akhir tahun nanti,,Youtube,netral,,0,dca bitcoin awal sampai akhir sampai jumpa akhir tahun nanti
8076,@solusikehidupan1760,bitcoin masih ingin naik tidak yach,,Youtube,netral,,0,bitcoin masih ingin naik yach
8077,@SiJinPink,admin luna adalah kalimasada versi cewek,,Youtube,netral,,0,admin luna kalimasada versi cewek
8078,@mas_pin23,suka banget denger suara admin,,Youtube,positive,,1,suka banget denger suara admin
8079,@ii826ienx,wah belajar bitcoin dlu nih,,Youtube,netral,,0,wah belajar bitcoin dlu nih
8080,@hahahihiklip,admin request tolong bahasin topik ini dong m global money supply michael howell dari crossborder capital,,Youtube,netral,,0,admin request tolong bahasin topik m global supply michael howell crossborder capital
8081,@MuhammadRaafi-y5d,jadi optimis tahun ini jadi puncak terakhir dalam tahun terakhir sebelum tahun depan mengalami koreksi besar besaran,,Youtube,netral,,0,jadi optimis tahun jadi puncak terakhir tahun terakhir sebelum tahun depan mengalami koreksi besar besaran
8082,@fauzyalv,bitcoin akan juta pada tahun pegang kata kata ku,,Youtube,positive,,1,bitcoin juta tahun pegang kata kata ku
8083,@fahrizalderrya.b7188,di tengah market yang amat volatil begini akhirnya ada videonya juga semoga bermanfaat yaa admin,,Youtube,positive,,1,tengah market amat volatil begini akhirnya videonya semoga bermanfaat yaa admin
8084,@auliasandi8216,untuk ngeliat indikator itu ada tidak di aplikasi tradingview,,Youtube,netral,,0,ngeliat indikator aplikasi tradingview
8085,@ranggaabdulmalik2560,closing statement favourit tetap di chanel ngomongin uang karena ngomongin uang tidak aaaada uangnya,,Youtube,negative,,2,closing statement favourit tetap chanel ngomongin uang ngomongin uang aaaada uangnya
8086,@williamkwee285,harga pada terjun bebas mbak,,Youtube,negative,,2,harga terjun bebas mbak
8087,@Ahmad-bs6py,mvrv z score ini dapat diakses dimana kakak,,Youtube,netral,,0,mvrv z score dapat diakses dimana kakak
8088,@bryanpratama8327,kalau bitcoin bertujuan menggantikan uang yang diterbitkan dari institusi sentralistik mengapa masih belum diadopsi secara masif,,Youtube,netral,,0,bitcoin bertujuan menggantikan uang diterbitkan institusi sentralistik mengapa masih belum diadopsi secara masif
8089,@gembhullputrareog9147,sama persis dengan prediksi saya,,Youtube,positive,,1,sama persis prediksi
8090,@akmalilhamdzurkaefi9645,asemmm andai saya lihat chanel ini dari janury,,Youtube,negative,,2,asemmm andai lihat chanel janury
8092,@anakrimba2054,saya dari dullu hanya nyimak dengerin sambil melongo dan sekarang jjur saya nyesel dullu tidak ikut masuk beli thn,,Youtube,negative,,2,dullu hanya nyimak dengerin sambil melongo sekarang jjur nyesel dullu ikut masuk beli thn
8093,@ahmadhafidmusyofa7812,request dong ngomu bahas soal bizhare,,Youtube,netral,,0,request ngomu bahas soal bizhare
8094,@bahtiarrifa11jtditonton45,andai saya tahu bitcoin dari saya beli bitcoin sekarang udah jadi miliar lebih,,Youtube,negative,,2,andai tahu bitcoin beli bitcoin sekarang udah jadi miliar lebih
8095,@FaktaSujiwa,jika kalian berharap bi coin bakalan naik tahun depan jelas tidak saya kain bit koin bakalan nyungsep ke diakhitahun,,Youtube,negative,,2,jika kalian berharap bi coin bakalan naik tahun depan jelas kain bit koin bakalan nyungsep diakhitahun
8096,@BT-tw2vz,admin kalau altcoin season terjadi kira akan lebih dulu mana yang terjadi antara puncak halving dengan altcoin season,,Youtube,netral,,0,admin altcoin season terjadi kira lebih dulu mana terjadi antara puncak halving altcoin season
8097,@SijoeLNanda,admin indikator itu ada di tradingview atau binance,,Youtube,netral,,0,admin indikator tradingview binance
8098,@febripermanaputra26,saya akan kembali ke video ini kalau garisnya sudah bersilangan,,Youtube,netral,,0,kembali video garisnya bersilangan
8099,@MiyaBeban,januari harga m atau juta,,Youtube,netral,,0,januari harga m juta
8100,@bramvis21,bitcoin akan mencapai juta dollar bersiaplah,,Youtube,positive,,1,bitcoin mencapai juta dollar bersiaplah
8101,@Chikal_24,mereka kaya raya kita tetap miskin kena tipu,,Youtube,negative,,2,kaya raya tetap miskin kena tipu
8102,@Surya_Subagja,masuk akal sih tapi saya optimis di k,,Youtube,netral,,0,masuk akal optimis k
8103,@cantika_1505,tren turun bakal bottom berapa ya kira kira,,Youtube,netral,,0,tren turun bakal bottom berapa kira kira
8104,@Cip3ngp3ng,dari bulan des pattern bitcoin sampai ethereum x bitcoin klu bitcoin ethereum trump di lantik kemungkinan ada bullrun,,Youtube,netral,,0,bulan des pattern bitcoin sampai ethereum x bitcoin klu bitcoin ethereum trump lantik kemungkinan bullrun
8105,@oktariooro7411,kalau ada waktu bahas ethereum solana kakak,,Youtube,netral,,0,waktu bahas ethereum solana kakak
8106,@rifaimuhammad475,juli jam siang udah di harga,,Youtube,netral,,0,juli jam siang udah harga
8107,@YUSAABIYAENALABSA,total keseluruhan bitcoin juta terus pertanyaannya sudah beredar berapa di seluruh dunia,,Youtube,netral,,0,total keseluruhan bitcoin juta terus pertanyaannya beredar berapa seluruh dunia
8108,@cangcilung8573,sekarang bitcoin video selanjutnya bahas altcoin season nya kaaa,,Youtube,netral,,0,sekarang bitcoin video selanjutnya bahas altcoin season nya kaaa
8109,@sholawatlangit1,tools apa yang dipakai buat prediksi,,Youtube,netral,,0,tools dipakai buat prediksi
8110,@MahesaRani-xl7iu,bagaimana dengan progres pi network kedepannya dengan konsep ambisiusnya,,Youtube,netral,,0,progres pi network kedepannya konsep ambisiusnya
8111,@ndutzyyman3319,analisisnya pakai aplikasi apa admin,,Youtube,netral,,0,analisisnya pakai aplikasi admin
8113,@7refalde,next bahas prediksi ethereum admin,,Youtube,netral,,0,next bahas prediksi ethereum admin
8114,@Catatankamera23,kalau beli dca apakah bagus ya dan aplikasi mana yang bagus untuk beli bitcoin ya,,Youtube,netral,,0,beli dca apakah bagus aplikasi mana bagus beli bitcoin
8115,@IimSudirman,dimana saya dapat cari indikatot pi cicle dan mvrv z score,,Youtube,netral,,0,dimana dapat cari indikatot pi cicle mvrv z score
8116,@MA-bd1lz,bitcoin bakal naik m di,,Youtube,netral,,0,bitcoin bakal naik m
8117,@mama_Arumy,bitcoin akan kalah harga nya nanti sama pi network setelah beberapa tahun listing karena pendiri pi network dari nikolas kokalis dialah sebenarnya satoshi nakamoto,,Youtube,netral,,0,bitcoin kalah harga nya nanti sama pi network setelah beberapa tahun listing pendiri pi network nikolas kokalis dialah sebenarnya satoshi nakamoto
8118,@margonoekoprasetyo6004,nonton sekarang bitcoin sudah milyar,,Youtube,positive,,1,nonton sekarang bitcoin milyar
8119,@drknght9682,nunggu orng yang komen bitcoin bakal jadi nol telor bebek,,Youtube,netral,,0,nunggu orng komen bitcoin bakal jadi nol telor bebek
8120,@rohmaty71,apa kabar yang beli di harga juta,,Youtube,netral,,0,kabar beli harga juta
8121,@ARARENJOY247,biaya transaksi hajar full margin tapi di bulan april,,Youtube,netral,,0,biaya transaksi hajar full margin bulan april
8122,@WahyuYudistira,cara gunain zscorenya bagaimana minn,,Youtube,netral,,0,cara gunain zscorenya minn
8123,@udinpemalang2999,pi network lahir akan menjadi sejarah sebagai uang digital global dan nilai nya akan mengalahkan bitcoin,,Youtube,positive,,1,pi network lahir menjadi sejarah sebagai uang digital global nilai nya mengalahkan bitcoin
8124,@coconutphotoshop5223,video ini masih relevan kk,,Youtube,netral,,0,video masih relevan kk
8125,@abymahesha4136,analisa ku sama dan saya ngerasa kayak ah ngomu ngebocorin analisaku nih tertawa,,Youtube,negative,,2,analisa ku sama ngerasa kayak ah ngomu ngebocorin analisaku nih tertawa
8126,@MuhammadHanif-mc7ni,lah skrg saja sudah naik banyak mint sisanya ya dibanting,,Youtube,negative,,2,lah skrg naik banyak mint sisanya dibanting
8127,@yosafat9433,minn mauu nanya admin untuk baca quartil per tahun dan analisa polanya pakai apk website apaa ya minn saya masi sma mauu belajar baca grafiknyaa,,Youtube,netral,,0,minn mauu nanya admin baca quartil per tahun analisa polanya pakai apk website apaa minn masi sma mauu belajar baca grafiknyaa
8128,@madeprama5059,udah beli dari jaman juta,,Youtube,netral,,0,udah beli jaman juta
8129,@gurgur-213,siapa disini yang dari masa depan,,Youtube,netral,,0,siapa disini masa depan
8130,@daydreamer6428,kalau turun dulu kan lumayan admin mending beli harga bawah bawah,,Youtube,netral,,0,turun dulu lumayan admin mending beli harga bawah bawah
8131,@bimagf2840,jgn lupa bahas altcoin coin juga kakak yang berpontensi naik,,Youtube,netral,,0,jgn lupa bahas altcoin coin kakak berpontensi naik
8133,@abdulrosyid7686,saran buat mulai beli bitcoit di mana admin,,Youtube,netral,,0,saran buat mulai beli bitcoit mana admin
8134,@roti5012,saya kasih bocoran bahwa bitcoin harga puncaknya miliar tahun,,Youtube,netral,,0,kasih bocoran bahwa bitcoin harga puncaknya miliar tahun
8135,@Pinetwork-indonesia,naik terus karena semakin banyak yang beli coba klw semua org jual ya hancur juga kwkwkw kyk hrg cabe di pasar lah,,Youtube,netral,,0,naik terus semakin banyak beli coba klw semua org jual hancur kwkwkw kyk hrg cabe pasar lah
8136,@masavan7596,dengan roi minimal thn harga bitcoin akan mencapai m dalam thn kedepan bgmn pandangan kakak luna,,Youtube,netral,,0,roi minimal thn harga bitcoin mencapai m thn kedepan bgmn pandangan kakak luna
8137,@crepesmzbhemzbhe3109,bitcoin terus memuncak habis itu ilang deh sedih deh itu prediksi saya sendiri,,Youtube,negative,,2,bitcoin terus memuncak habis ilang sedih prediksi sendiri
8138,@anantayusufb,itu di aplikasi apasihh ka buat lihat z score pi cycle dan nama indicatornya apa,,Youtube,netral,,0,aplikasi apasihh ka buat lihat z score pi cycle nama indicatornya
8139,@WahyuYudistira,caranya buat nganalisa pakai garis kuning bagaimana admin,,Youtube,netral,,0,caranya buat nganalisa pakai garis kuning admin
8140,@Dreamaicat-w8q,prediksi saya bitcoin mencapai puncak ath di desember mencapai,,Youtube,netral,,0,prediksi bitcoin mencapai puncak ath desember mencapai
8141,@YUSAKIMURA,coba dlu aq pnya bitcoin satu saja skrg aq jadi org terkaya di kampung,,Youtube,positive,,1,coba dlu aq pnya bitcoin satu skrg aq jadi org terkaya kampung
8142,@rudimsi5341,bitcoin seperti rdpu naik lurus saja sampai,,Youtube,netral,,0,bitcoin seperti rdpu naik lurus sampai
8143,@spektroguardgamingid6674,buat ngeliat indikator mvrv score itu dimana admin ada di platform apa ya,,Youtube,netral,,0,buat ngeliat indikator mvrv score dimana admin platform
8144,@Dahlia10384,pertanyaan lg admin atl sepanjang terjadi kapan kira kapan koreksi terdalamnya,,Youtube,netral,,0,pertanyaan lg admin atl sepanjang terjadi kapan kira kapan koreksi terdalamnya
8145,@barnieMaddie-oy4ir,puncak bitcoin k k oktober ss now thank me later,,Youtube,netral,,0,puncak bitcoin k k oktober ss now thank me later
8146,@notme6511,ada video plg dasar bitcoin,,Youtube,netral,,0,video plg dasar bitcoin
8147,@androide6643,bahas baby dogecoin dong ka,,Youtube,netral,,0,bahas baby dogecoin ka
8148,@Trdenew,semakin tidak terjangkau untuk memilikinya,,Youtube,negative,,2,semakin terjangkau memilikinya
8149,@AnuBeast01,cara make indikatornya di mana,,Youtube,netral,,0,cara make indikatornya mana
8150,@ytpasuruan8320,semoga yang nonton untung bitcoin semua,,Youtube,positive,,1,semoga nonton untung bitcoin semua
8151,@andstory6069,bikin prediksi kalau kita beli admin berapa hari setelah halving,,Youtube,netral,,0,bikin prediksi beli admin berapa hari setelah halving
8152,@erisbudi,berarti akhir exit dulu ya admin dari market baru awal sampai ke halving berikutnya biaya transaksi terus beli beli beli,,Youtube,netral,,0,berarti akhir exit dulu admin market baru awal sampai halving berikutnya biaya transaksi terus beli beli beli
8153,@alifadiva2341,salut komennya pd pro biasaya kan pom pom lah telur bebek lah gembling lah yang skeptis terus kasian ketinggalan nanti,,Youtube,positive,,1,salut komennya pd pro biasaya pom pom lah telur bebek lah gembling lah skeptis terus kasian ketinggalan nanti
8154,@FahmiHasan-v3g,di akhir februari bagus turun nya admin,,Youtube,netral,,0,akhir februari bagus turun nya admin
8155,@densuj,sah buat saya tahun tahun stable coin,,Youtube,netral,,0,sah buat tahun tahun stable coin
8156,@TeguhPtr14,polygon tidak naek asem banget sudah,,Youtube,negative,,2,polygon naek asem banget
8157,@rezkykurniawan315,prediksi harga bitcoin di ngomu sama kayak yang diprediksi oleh saudara timothy angka nya,,Youtube,netral,,0,prediksi harga bitcoin ngomu sama kayak diprediksi oleh saudara timothy angka nya
8158,@lembarannabi,kalau dilihat dari rainbow chart yaa memang top nya ada diharga k,,Youtube,netral,,0,dilihat rainbow yaa memang top nya diharga k
8159,@alqor9889,next bahas hyperliquid dan temen nya admin,,Youtube,netral,,0,next bahas hyperliquid temen nya admin
8160,@NS_prop_firm,ini beneran yang buat cewek saudara,,Youtube,netral,,0,beneran buat cewek saudara
8161,@elvandh7047,next bikin buku ngomu khusus anak asik kyknya admin,,Youtube,positive,,1,next bikin buku ngomu khusus anak asik kyknya admin
8162,@thegaz2449,apakah bitcoin dapat berpengaruh besar kepada lembaga brics,,Youtube,netral,,0,apakah bitcoin dapat berpengaruh besar kepada lembaga brics
8163,@hanzmusic9711,apakah wort it beli bitcoin skrang ges masih awam,,Youtube,netral,,0,apakah wort it beli bitcoin skrang ges masih awam
8164,@kampret69channel66,kamis januari saya akan kembali di masa depan,,Youtube,netral,,0,kamis januari kembali masa depan
8165,@hkms8231,x x x x berarti next sirklus cuma naik x dari bottom,,Youtube,netral,,0,x x x x berarti next sirklus cuma naik x bottom
8166,@datarizki9262,bahas siklus ethereum juga admin karena porto donald trump terbesar ethereum bukan bitcoin,,Youtube,netral,,0,bahas siklus ethereum admin porto donald trump terbesar ethereum bukan bitcoin
8167,@asbakhitam7724,baru cair dari kur siap all in pepe,,Youtube,positive,,1,baru cair kur siap all in pepe
8168,@morefine1527,izin bertanya apabila terjadi perang sehingga semua orang menarik semua orang menarik uang mereka di bank apakah bitcoin dapat menjadi alat tukar selain uang,,Youtube,netral,,0,izin bertanya apabila terjadi perang sehingga semua orang menarik semua orang menarik uang bank apakah bitcoin dapat menjadi alat tukar selain uang
8169,@salmabelajar,cara lihat grafik kaya begini secara real time dimana si,,Youtube,netral,,0,cara lihat grafik kaya begini secara real time dimana si
8170,@TheWilly5514,sepertinya ath bitcoin di sekitar tidak mencapai cuma atau saja,,Youtube,netral,,0,sepertinya ath bitcoin sekitar mencapai cuma
8171,@restur7511,kira kapan kakak beli bitcoin nya apa dsri skrng,,Youtube,netral,,0,kira kapan kakak beli bitcoin nya dsri skrng
8172,@audychristianrayvanokalalo8001,indikator z score nya dapat dari mana yaa,,Youtube,netral,,0,indikator z score nya dapat mana yaa
8173,@ureyes21,cara menggunakannya bagaimana bantu jawab kakak,,Youtube,netral,,0,cara menggunakannya bantu jawab kakak
8174,@yanboyart,jelas dan tidak menimbulkan teka teki,,Youtube,netral,,0,jelas menimbulkan teka teki
8175,@joandairham4068,ritel modal besar yang udah masuk duluan siap menunggu momen nyicil keuntungan,,Youtube,netral,,0,ritel modal besar udah masuk duluan siap menunggu momen nyicil keuntungan
8176,@Kereta_Indra,baru kenal kripto terutama bitcoin pas udab m enaknya masuk tidak admin,,Youtube,netral,,0,baru kenal kripto terutama bitcoin pas udab m enaknya masuk admin
8177,@usaidiponsel6674,maaf ini mba bahans pi network juga dong,,Youtube,netral,,0,maaf mba bahans pi network
8178,@yuliantiyulianti6256,ingin tanya sih pemula bitcoin itu gunanya buat apa sih kegunaannya bagaimana tolong di jawab ya gaes,,Youtube,netral,,0,ingin tanya pemula bitcoin gunanya buat kegunaannya tolong jawab gaes
8179,@khairilfadlimaulana7042,admin bahas ripple yang digadang akan sebesar bitcoin,,Youtube,netral,,0,admin bahas ripple digadang sebesar bitcoin
8180,@Break_N_Revers,jng lupa ada gap di k dan bitcoin pasti akan nutup gap hanya masalah wkt saja,,Youtube,netral,,0,jng lupa gap k bitcoin pasti nutup gap hanya masalah wkt
8181,@ramaandika1502,kakak kalau main di apk pintu aman tidak ya untuk jangka panjang nyesel ahh bulan juli kemaren huhu klok,,Youtube,negative,,2,kakak main apk pintu aman jangka panjang nyesel ahh bulan juli kemaren huhu klok
8182,@Gertako-c4t,cara untuk mendownload aplikasi bitcoin apa ya,,Youtube,netral,,0,cara mendownload aplikasi bitcoin
8183,@AslamArrasyid-t2g,apakah menabung menyicil bitcoin mulai dari mei ini tanpa menjualnya sampai th ke depan itu growth terimakasih,,Youtube,netral,,0,apakah menabung menyicil bitcoin mulai mei tanpa menjualnya sampai th depan growth terimakasih
8185,@zenID_21,kalau hal itu terjadi maka akan ada takut ketinggalan terbesar di bitcoin,,Youtube,negative,,2,hal terjadi takut ketinggalan terbesar bitcoin
8186,@PangestuChannel,bitcoin naik orang kaya sedang menikmati uang ritel kecil kecil hehe itulah kenapa orang kaya uangnya sulit habis,,Youtube,negative,,2,bitcoin naik orang kaya sedang menikmati uang ritel kecil kecil hehe itulah orang kaya uangnya sulit habis
8187,@wahyululy554,kenapa tidak rame yaiyalah ini bukan konten sampah terimakasih ngomu saya ngikutin dari pandemi belajar invest mahal banget konten ini,,Youtube,negative,,2,rame yaiyalah bukan konten sampah terimakasih ngomu ngikutin pandemi belajar invest mahal banget konten
8188,@SUMMONMEDIA,luar biasa terima kasih infonya admin semoga setidaknya kita punya banyak bitcoin amin,,Youtube,positive,,1,luar biasa terima kasih infonya admin semoga setidaknya punya banyak bitcoin amin
8189,@FahriZRP,semangat admin ini adalah super thanks pertamaku kalau boleh saya ingin request bahas silk road,,Youtube,positive,,1,semangat admin super thanks pertamaku boleh ingin request bahas silk road
8190,@altaism,kalau bitcoin habis akan cari aset kripto yang lain mungkin ethereum sbg kripto termahal di bawah bitcoin,,Youtube,netral,,0,bitcoin habis cari aset kripto lain mungkin ethereum sbg kripto termahal bawah bitcoin
8191,@l_70h4n,seperti biasa konon ada suatu kerajaan yang serba telat termasuk mengenai bitcoin tunggu ketinggalan baru ketar ketir kerajaan tersebut sedang focus menarik pajak kepada rakyatnya,,Youtube,negative,,2,seperti biasa konon suatu kerajaan serba telat termasuk mengenai bitcoin tunggu ketinggalan baru ketar ketir kerajaan tersebut sedang focus menarik pajak kepada rakyatnya
8192,@thaliawijaya4264,menarik admin lets see kita pantau akan sejauh mana kebijakan ini,,Youtube,netral,,0,menarik admin lets see pantau sejauh mana kebijakan
8193,@arifsupriadi5580,bagus ini prospeknya kalau negara sudah ikut campur,,Youtube,positive,,1,bagus prospeknya negara ikut campur
8194,@Di23350,udah bitcoin nih admin and terus tack terus,,Youtube,netral,,0,udah bitcoin nih admin and terus tack terus
8195,@explorewithmartha6297,wahhh teman ku kaya nihhhh punya bitcoin dia beberapa terimakasih sudah berbagi,,Youtube,positive,,1,wahhh teman ku kaya nihhhh punya bitcoin beberapa terimakasih berbagi
8196,@zendianjas1231,alhamdulillah sudah mulai cicil beli bitcoin dari awal bulan ini semoga kita semua sukses di beberapa tahun kedepan aamiinn,,Youtube,positive,,1,alhamdulillah mulai cicil beli bitcoin awal bulan semoga semua sukses beberapa tahun kedepan aamiinn
8197,@canggufrangipanihumanityfo8564,mengerti bitcoin persen baru dari chanel ngomongin uang ini,,Youtube,netral,,0,mengerti bitcoin persen baru chanel ngomongin uang
8198,@isalutfi,hai luna hadir menyimak terima kasih ngomu,,Youtube,netral,,0,hai luna hadir menyimak terima kasih ngomu
8199,@ithakahar,bitcoin akan menyalip matket cap emas dan akan lebih berharga dari berlian,,Youtube,positive,,1,bitcoin menyalip matket cap emas lebih berharga berlian
8200,@sriindriani1067,bikin rekomendasi altcoin dong ngomu,,Youtube,netral,,0,bikin rekomendasi altcoin ngomu
8201,@Bagaskara-86aSd,prediksi ncek timothy mulai terealisasi,,Youtube,netral,,0,prediksi ncek timothy mulai terealisasi
8202,@jendral3229,sama halnya kisah james howell asal inggris yang kehilangan bitcoin,,Youtube,netral,,0,sama halnya kisah james howell asal inggris kehilangan bitcoin
8203,@naufaladi9489,ini konten mahal terima kasih banyak tim ngomu atas riset dan informasinya,,Youtube,positive,,1,konten mahal terima kasih banyak tim ngomu atas riset informasinya
8204,@haiindonesia81,seharusnya tahun ini dapat tercapai sayangnya dihantam covid sehingga di tahun harga bitcoin tidak dapat tembus m,,Youtube,negative,,2,seharusnya tahun dapat tercapai sayangnya dihantam covid sehingga tahun harga bitcoin dapat tembus m
