,username,text,created_at,sumber
7691,Aninun azahra ðŸ«Ž,setelah mengalami tekanan jual yang signifikan dan koreksi besar harga bitcoin bitcoin hari ini november terlihat stabil dan sedikit menguat di atas level psikologis sekitar rp miliar,Sat Nov 29 10:47:52 +0000 2025,X
7693,CRYPTOROSE,griffain posisi beli lev x entr tapi sl binance coin bitcoin kripto bitcoin ethereum altcoin memecoins,Sat Nov 29 10:13:27 +0000 2025,X
7694,UnaFX88,saya bakalan mulai akumulasi buy bitcoin di area ribu base on history sejauh ini bitcoin dapat drop dari ath sekitar buy more bitcoin,Sat Nov 29 09:49:18 +0000 2025,X
7695,Sendaljepit,saya masih penuh keyakinan proyek pi network akan penipuan kabur alias crash pi on going bitcoin on going k cryptocurrency cryptocrash crash,Sat Nov 29 09:39:52 +0000 2025,X
7697,BTC Radar,bitcoin daily summary nov am utc price range vol b fr rsi ema ema ema bitcoin analysis,Sat Nov 29 09:03:32 +0000 2025,X
7698,Fxview,bitcoin buy now sl tapi tapi tapi tapi tapi,Sat Nov 29 08:53:54 +0000 2025,X
7699,Bitcoin Hausa.,shugaba donald trum yace bitcoin da kripto suna da matukar muhimmanci idan kasar amurka ba su yi ba to tabbas kasar chaina zasu yi,Sat Nov 29 08:38:41 +0000 2025,X
7700,Hakabtc.base.eth,caranya dapat join app itu bagaimana yah,Sat Nov 29 08:38:23 +0000 2025,X
7701,Bitcoin Hausa.,masanin tattalin arziki wisdomtree ya bayyana cewa bitcoin na iya zama makwafin dalar amurka,Sat Nov 29 08:36:57 +0000 2025,X
7703,Andi Pratama,investasi bukan cuma bitcoin atau ethereum ada juga perak perak dapat jadi pelengkap investasi kripto kamu harganya lebih stabil tidak seperti harga cabai yang naik turun penasaran cara diversifikasi portofolio kamu investsmart perak,Sat Nov 29 08:09:03 +0000 2025,X
7704,Andi Pratama,hati hati teman teman janji giveaway bitcoin sering banget jadi modus penipuan selalu verifikasi info dan jangan mudah tergiur investasi aman lebih baik daripada janji manis cryptoaman waspadapenipuan,Sat Nov 29 08:07:03 +0000 2025,X
7705,Sir Babu,mtu unatumaje k kwa an online website eti unanunua bitcoin,Sat Nov 29 08:02:12 +0000 2025,X
7709,ðŸ”»â‚¹,bitcoin reach toh elon ki gand mei ghus gyi hai shayad,Sat Nov 29 06:26:08 +0000 2025,X
7710,dwizzyXBT,waduh data tenaga kerja as melemah bitcoin amp kripto auto rungkad ekspektasi pertumbuhan suku bunga likuiditas goyang semua siap siap saja ini sih tidak bahaya ta buat portofolio kita cryptoindonesia harga turun,Sat Nov 29 05:00:14 +0000 2025,X
7712,Menjadi Trader,wawasan bitcoin bitcoin melemah tipis dalam jam terakhir sinyal pasar makin campur teknikal menurun institusi makin agresif komunitas terbelah,Sat Nov 29 04:22:47 +0000 2025,X
7714,Luckey ðŸ›¸,tetap do nothing pantau tanggal tanggal tertentu pantau range harga halving sebelumnya bitcoin bitmicin,Sat Nov 29 03:53:31 +0000 2025,X
7715,Itachi_Crypto,bitcoin sat akan menjadi pilihan terbaik perhitungannya brutal juta koin vs miliar orang jika anda memegang secara matematis anda akan selalu unggul dari populasi jangan menunggu koin utuh naik saja ke sekoci penyelamat,Sat Nov 29 03:51:41 +0000 2025,X
7716,Capt,bitcoin c nya untung untung,Sat Nov 29 03:49:39 +0000 2025,X
7717,Heyyo,sylus posisi beli hair stress saya yang stress,Sat Nov 29 03:44:00 +0000 2025,X
7718,nisa | on studyâ˜…,posisi beli text jeyii bikin sedih lagi,Sat Nov 29 03:12:16 +0000 2025,X
7721,Nasa (Abhiâ€™s Version),ini kalau ada yang edit enha pakai lagu posisi beli live saya sedih ya,Sat Nov 29 01:41:52 +0000 2025,X
7722,BitSeeker,bitcoin di k an tapi kenapa rasanya masih kayak naik turun rollercoaster ada yang yakin bakal stabil tidak sih,Sat Nov 29 00:13:06 +0000 2025,X
7724,báŽ¬sá† á¦áŽªbáŽ¥á’: Û±ÛµÛ´,pelaburan bitcoin rm k boleh download masuk boost la,Fri Nov 28 23:47:34 +0000 2025,X
7727,á‘•á–‡yá‘­to á’ªogiá”•t ðŸ” - á°.áŸ,alhumdolillah bitcoin bitcoin gold xauusd,Fri Nov 28 21:48:50 +0000 2025,X
7733,589 Ø£Ø±ÙƒØ§,jaringan bitcoin sangat bergantung pada tarif listrik yang murah ketika tarif yang di kenakan untuk aktifitas penambangan dirasa mencekik maka satu persatu penambang akan befhenti dengan sendiri nya,Fri Nov 28 18:06:27 +0000 2025,X
7735,coxmic,harga bitcoin nov naik hari ini rebound dari k low volume b etf inflow kuat target k beli dip btcpric,Fri Nov 28 17:53:20 +0000 2025,X
7736,coxmic,harga bitcoin nov naik hari ini rebound dari k low volume b etf inflow kuat target k beli dip btcprice,Fri Nov 28 17:52:39 +0000 2025,X
7738,Ilhaam,cara menukar trust issue jadi bitcoin,Fri Nov 28 17:34:41 +0000 2025,X
7739,NINJA,fees mods buyback bitcueeshshhs bitcoin hehehe ferrrariajsjskwkw lamborghinksissiewkkw bsadnqtri mcudushhwiwjw hiiehwwhhwheheheyeywywy,Fri Nov 28 17:26:34 +0000 2025,X
7743,alisa al gaib,inflasi itu pencuri yang paling pintar dia tidak ketahuan tapi nyolong pelan pelan tiap tahun bitcoin proteksi,Fri Nov 28 15:49:46 +0000 2025,X
7744,alisa al gaib,cara pemula kripto dapat aman mulai tanpa terjebak rugi mulai dari bitcoin dca kecil tapi konsisten hindari leverage di awal pahami risiko sebelum peluang jangan ikut grup sinyal rt biar tidak lupa,Fri Nov 28 15:49:17 +0000 2025,X
7745,AlertsAlgosBots,buy off lows pnutusdt buy bitcoin ethereum solana ripple,Fri Nov 28 15:30:13 +0000 2025,X
7747,Demoisa,mereka akan bilang dead cat bounce di harga tapi akan tidak ngakuin mereka salah pas bitcoin diatas k,Fri Nov 28 15:13:11 +0000 2025,X
7750,RyaðŸªðŸ² it's my monthðŸ§¡,enhypen si raja posisi beli text nih bakal muncul diweverse jadi ini rasanya sedih bahagia,Fri Nov 28 14:37:19 +0000 2025,X
7752,Shankara,pegangan saya masih tetep bitcoin hype zec,Fri Nov 28 14:34:11 +0000 2025,X
7754,Long ## Short,bitcoin k gt gt gt icp now bitcoin k gt gt gt gt icp best coin best internet,Fri Nov 28 14:19:19 +0000 2025,X
7756,Jamie,liquidity is the king the last tightening sudah terlewati saatnya recovery sisanya tinggal menunggu the celestial god yaitu quantity easing get ready bitcoin k k k k,Fri Nov 28 14:05:03 +0000 2025,X
7760,dwizzyXBT,tether di uruguay rungkad buruk mining bitcoin stop total karyawan kena phk biaya listrik mahal utang juta numpuk ambyar tenan kripto bitcoin tether,Fri Nov 28 13:00:16 +0000 2025,X
7764,Arun Lol,lala mera best frnd hai lekin ek number ka macrohard hai bitcoin,Fri Nov 28 12:15:18 +0000 2025,X
7766,Andi Pratama,hari ini opsi bitcoin amp ethereum senilai miliar akan kedaluwarsa bersiaplah untuk volatilitas besar trade mark jangan lupa cek portofolio dan sesuaikan strategi investasi kamu cryptoupdate investasibijak,Fri Nov 28 11:55:02 +0000 2025,X
7768,Bluewhale,damn baru cek histori saldo bitcoin pernah di kantong dan ku ambil buat apa yak beli beras in another universe i m a billionaire,Fri Nov 28 11:44:39 +0000 2025,X
7771,Utopia Club,sore sore begini enaknya cicil bitcoin banget ya,Fri Nov 28 10:41:40 +0000 2025,X
7773,BAD LIAR,kuna jamaa alisema bitcoin itashuka mpaka k,Fri Nov 28 10:17:31 +0000 2025,X
7775,cryptopunxx,lagi rame cerita orang borong bitcoin ya di jaman dulu,Fri Nov 28 09:57:15 +0000 2025,X
7780,IRIS GREEN $BULLISH,dengan suasana kebatinan dan didukung bintang yang sejajar maka bitcoin akan mengalami pundak berikutnya di pertangahan januari kisaran k k,Fri Nov 28 09:00:40 +0000 2025,X
7784,sir_parfum,update bitcoin masih mengincar k,Fri Nov 28 07:57:50 +0000 2025,X
7786,Shivam Mishra âœ¨,aqi hai ya bitcoin ka price badhe ja rha delhi noida pollution aqi,Fri Nov 28 07:27:24 +0000 2025,X
7787,Andi Pratama,kekuatan sejati datang dari kebersamaan bukan individualisme terima kasih untuk tim pemegang saham dan komunitas bitcoin yang mendukung kami selamat merayakan kebersamaan di hari thanksgiving thanksgiving komunitaskuat,Fri Nov 28 07:04:02 +0000 2025,X
7788,Andi Pratama,ingin kesempatan menang bitcoin sekitar rp juta cukup like retweet dan komen done pastikan kamu sudah follow atau langsung diskualifikasi pemenang diumumkan jam lagi semoga beruntung ya cryptogiveaway,Fri Nov 28 07:02:03 +0000 2025,X
7796,.,pundi ia crazy kripto bitcoin bitcoin,Fri Nov 28 05:00:24 +0000 2025,X
7797,wadidaw,orang berlomba menyatakan dirinya membeli bitcoin di era agar terlihat edgy jika memang benar mungkin bitcoin nya udah jadi senjata keris di pb akhhh moment,Fri Nov 28 04:42:43 +0000 2025,X
7799,Crypdrop,saudara kalau kamu masih pikir bitcoin cuma buat disimpen kamu belum kenal mereka ubah cara kita lihat bitcoin jadi sesuatu yang hidup,Fri Nov 28 03:59:05 +0000 2025,X
7801,Lalita,ada youtuber bilang beli bitcoin di yaa mungkin dia jual di,Fri Nov 28 03:35:50 +0000 2025,X
7802,arai.,ingin balik ke njir beli bitcoin,Fri Nov 28 03:27:50 +0000 2025,X
7805,Zaka_Group.ðŸ”¶ï¸,jika tidak punya skil trading ya apa boleh buat konsisten nabung di earn saja beli bitcoin juta tiap bulan tahun lihat hasil nya,Fri Nov 28 03:23:33 +0000 2025,X
7806,Icha | Metaphor Re Fantazio ðŸŽ®,sapa yang masuk bitcoin pas k,Fri Nov 28 02:33:51 +0000 2025,X
7807,Menjadi Trader,wawasan bitcoin bitcoin kembali menembus k tapi pasar masih kirim sinyal campur ada dorongan makro positif namun tekanan jual tetap terasa,Fri Nov 28 02:27:05 +0000 2025,X
7808,R,pantesan saja si ferry irwandi keluar pns terus jadi idealis beli bitcoin pas harganya masih ceban,Fri Nov 28 02:17:23 +0000 2025,X
7809,ð”»ð• ð•Ÿ â„‚ð•’ð•£ð•ð•šð•¥ð•,rame ya badut yang ngaku beli bitcoin jaman purba,Fri Nov 28 02:17:21 +0000 2025,X
7810,"Faeis,ðŸ‡²ðŸ‡¨",sepertinya bitcoin tidak dapat menahan gempuran emas ketika emas naik bitcoin turun,Fri Nov 28 02:06:26 +0000 2025,X
7812,Tokocrypto,gm daily news update november daftar altcoin pimpin kenaikan pasar di tengah bitcoin tembus k turbo naik signifikan hingga jam harga saat ini di orca bertambah dan saat ini diperdagangkan pada level super menguat sebesar,Fri Nov 28 01:52:42 +0000 2025,X
7813,ScarFace 4.5Hz,bitcoin k gt k gt k tren naik path,Fri Nov 28 01:37:29 +0000 2025,X
7818,Uchiha boruto,lebih percaya coki mualaf ketimbang ferry irwndy pegang bitcoin gweh mah,Thu Nov 27 22:47:33 +0000 2025,X
7822,Sinau â‚¿itcoin ðŸ§¡,warna background amazon kenapa dadi jingga ono opo iki lur bitcoin,Thu Nov 27 21:33:15 +0000 2025,X
7823,alf,tahun kenapa saya tidak iseng beli bitcoin ya,Thu Nov 27 21:10:40 +0000 2025,X
7825,Dexwall,top trending coins today mon pi turbo kas bitcoin zec aero hype solana icp strk ethereum cake ondo pengu,Thu Nov 27 20:46:38 +0000 2025,X
7827,Rah Moneyy ðŸ”Œ,ktfu me amp kojo high denna bitcoin,Thu Nov 27 20:34:53 +0000 2025,X
7828,RANDY_BANKS_B,skate masuk beli sl tapi tapi tapi tapi tapi tapi bitcoin kripto bitcoin ethereum altcoin trading signal memecoin forex xau investing gold api copytrading bitcoin bitcoin,Thu Nov 27 20:24:11 +0000 2025,X
7833,fal if,emng dasar ajg terjebak rugi bitcoin lumayan setan,Thu Nov 27 19:19:06 +0000 2025,X
7835,Antonius Hendi,untung sempet beli harga bawah bitcoin,Thu Nov 27 18:45:18 +0000 2025,X
7836,Frandsen,kgenusdt target target target icp zk zec dash xpl pengu tao coai bitcoin dgb virtual hype solana harga naik ethereum trump rosekgenusdt target target target icp zk zec dash xpl pengu tao coai,Thu Nov 27 18:12:26 +0000 2025,X
7839,willamsNilson,posisi jual kas tether market price sl tapi tapi icp zk zec dash xpl pengu tao coai bitcoin dgb virtual hype solana harga naik ethereum trump rose,Thu Nov 27 17:48:18 +0000 2025,X
7840,Bull & Bear,update spacex memindahkan bitcoin senilai us juta ke dompet baru memicu spekulasi tentang strategi penyimpanan atau rebalancing asetnya source the block,Thu Nov 27 17:47:36 +0000 2025,X
7841,Bull & Bear,update bitcoin rebound di atas us setelah sempat turun di bawah us didorong optimisme pasar terhadap potensi penurunan suku bunga fed source the block,Thu Nov 27 17:47:12 +0000 2025,X
7842,Bull & Bear,update nasdaq ise meminta sec untuk menaikkan batas opsi ibit hingga satu juta kontrak menunjukkan lonjakan permintaan institusional terhadap etf bitcoin milik blackrock blk sumber ecoinimist,Thu Nov 27 17:44:40 +0000 2025,X
7846,WTF!!!TomorrowGoAhead,wah nimebeat kama bitcoin nani sasa atanifanyia massage,Thu Nov 27 15:15:20 +0000 2025,X
7847,â¦,likuidasi habis saya abis jancoooook ingin sedih harusnya drop di rumah malah di kos emek,Thu Nov 27 15:14:15 +0000 2025,X
7849,RafikFXtrd,bitcoin running poin bagaimana kawan trend masi berlanjut nihh copyright kripto trading,Thu Nov 27 14:54:29 +0000 2025,X
7850,Sandy,sell btcusd tapi tapi tapi tapi bitcoin kripto btcusd btcusdt btcusd ethereum gold gbpusd cryptosignals sign l,Thu Nov 27 14:52:39 +0000 2025,X
7852,Komunitas Wong Remuk î¨€ ð•,oh berarti kalau omong saya punya ratusan bitcoin dari tahun sama tapi txhash nya tidak dipublish itu sama saja kek ngibul saja begitu ya,Thu Nov 27 14:37:46 +0000 2025,X
7853,kenia,ferry irwandi bilang dia beli bitcoin waktu harganya dan kemudian menjelma jadi sekian ribu dollar di what he doesnt say is memang iyeah dia ngehold tahun you cant be an ace in everything i guess,Thu Nov 27 14:34:45 +0000 2025,X
7854,BðŸ…°ï¸rle-G,bitcoin tab se train cross ho gayi ye bkl tab se ek station par train rok kar rkha h adhe ghante se,Thu Nov 27 14:26:01 +0000 2025,X
7857,this kare,kind of tempted to try bitcoin or kripto saatnya menjilat ludah sendiri,Thu Nov 27 13:53:03 +0000 2025,X
7859,lord.,bitcoin abhi tk iss mahine mein k tk ka kharcha ho chuka hai,Thu Nov 27 13:21:47 +0000 2025,X
7860,WhalesX,tia posisi jual lev x masuk beli tapi sl icp zk zec dash xpl pengu tao coai bitcoin dgb virtual hype solana harga naik ethereum trump rose,Thu Nov 27 13:03:38 +0000 2025,X
7862,Ar | Walk on eggs,penyesalan dulu pas an masih sering main game tahu bitcoin taunya murah kalau jadi agen pulsa beli saldonya pakai bitcoin sekarang sudah wow gilaan,Thu Nov 27 12:54:45 +0000 2025,X
7863,PNP,kemungkinan ada potensi untuk bitcoin ke k dollar minggu ini,Thu Nov 27 12:40:50 +0000 2025,X
7864,Hello!,kripto hari ini bitcoin ethereum ripple menunjukkan tanda tanda pemulihan yang halus kripto today bitcoin ethereum and ripple are showing signs of a modest recovery,Thu Nov 27 12:40:32 +0000 2025,X
7867,PNP,ada potensi ke k dollar minggu ini untuk bitcoin,Thu Nov 27 12:30:28 +0000 2025,X
7868,Sinau â‚¿itcoin ðŸ§¡,yen ono diskonan ki ojo malah do wedi luur sinau bitcoin merdeka,Thu Nov 27 12:10:43 +0000 2025,X
7869,Xikmad Academy,cryptos ka ugu firfircoonta badan ee github bilood ee la soo dhaafay kuwa ugu shaqada badan horumarinta dev activity tii bilood ee ugu dambeysay waa kuwaan icp mina link bitcoin storj ethereum cake,Thu Nov 27 12:08:50 +0000 2025,X
7874,bionaà¬˜Ê• â€¢Ì ï»Œ â€¢Ì€ Ê”à©­â¸*. | #TASTE,likuidasi habis cepet berkurang tandnya stress maksimal,Thu Nov 27 10:57:08 +0000 2025,X
7876,tiluunggg,benar benar se sedih itu rasanya ingin sedih teriak teriak after a posisi beli time akhirnya saya bisaa but trade mark,Thu Nov 27 10:50:19 +0000 2025,X
7878,LA,sedih part karena indo dipassing pdhl mingyu lagi posisi beli hair ya allah sedih banget,Thu Nov 27 10:22:48 +0000 2025,X
7879,"KuperCapital (âœ¸,âœ¸)",bitcoin naik menguji ulang altcoin harga turun seperti kembali ke sebelum nya di tahun,Thu Nov 27 10:00:31 +0000 2025,X
7883,Sinau â‚¿itcoin ðŸ§¡,lir saya poso jam mung ngombe jebul biasa wae dadi rasah manja dadi wong mlarat mending urip ngirit duite ditabung bitcoin merdeka,Thu Nov 27 09:43:08 +0000 2025,X
7887,Robbooker trade,gold sell now tapi tapi sl bitcoin swingtrading crytocurrency forex,Thu Nov 27 09:20:01 +0000 2025,X
7893,AsetQu_Official,properti amp bitcoin punya satu kesamaan besar keduanya langka dan selalu dicari bedanya bitcoin dapat diakses siapa saja properti masih berat modal besar proses panjang dan tidak semua dapat masuk,Thu Nov 27 07:57:40 +0000 2025,X
7895,victor hernandez,mi cartera bitcoin binance coin hbar,Thu Nov 27 07:29:02 +0000 2025,X
7896,Andi Pratama,regulasi kripto di as bakal longgar ini dapat bikin harga bitcoin terbang tapi ingat risiko juga tetap ada jangan sampai uang belanja cabai malah ke invest semua ya cryptoindonesia investasibijak,Thu Nov 27 07:17:02 +0000 2025,X
7899,Jubir Informal,mending beli bitcoin sekarang dia ingin terbang lagi kayaknya cc ya tum,Thu Nov 27 06:50:47 +0000 2025,X
7900,Lao Ye,kripto deflasi itu yang mirip seperti bitcoin zec bch litecoin dash kaspa cicil koin ini tahun lagi kamu akan tahu hasilnya,Thu Nov 27 06:45:08 +0000 2025,X
7901,CryptoSkullSignal,solana posisi jual x masuk beli limit order targets tapi tapi tapi tapi tapi tapi stop rugi aster bitcoin ripple om,Thu Nov 27 06:44:31 +0000 2025,X
7902,TradingView Pro,bitcoin buy sl tapi tapi tapi tapi tapi tapi,Thu Nov 27 06:44:05 +0000 2025,X
7904,Nanovest Official,bitcoin masih di bawah us k turun drastis dalam hari tapi beberapa analis justru lihat potensi rebound ke us k pullback atau peluang,Thu Nov 27 06:28:28 +0000 2025,X
7907,Luk,ternyata feri irwandi pernah beli bitcoin waktu harganya lt pantesan ingin lepas pns,Thu Nov 27 05:57:18 +0000 2025,X
7913,Radio Mercu Buana,harga bitcoin lagi terjun bebas rekan buana dampaknya kekayaan satoshi nakamoto ikut turun drastis ratusan triliun ini jadi pengingat kalau kripto sangat fluktuatif inovatif stay wise ya infotek,Thu Nov 27 05:12:50 +0000 2025,X
7916,Maya Eslami GOLD (XAUUSD) ANALYST,btcusd buy bitcoin tapi tapi tapi tapi sl xauusd gold,Thu Nov 27 04:54:20 +0000 2025,X
7917,AlertsAlgosBots,rsi ensousd buy bitcoin ethereum bitcoin,Thu Nov 27 04:30:12 +0000 2025,X
7919,Satoshi Makan Soto,jangan pernah bilang tren naik jika bitcoin belum k,Thu Nov 27 04:18:08 +0000 2025,X
7920,Reazer,ini bitcoin memang benar lagi naik atau cuma lagi nyari tempat tinggi supaya dapat lompat jatuhnya lebih dalam ya,Thu Nov 27 04:13:12 +0000 2025,X
7922,AlertsAlgosBots,rsi cowusd buy bitcoin ethereum bitcoin,Thu Nov 27 04:00:09 +0000 2025,X
7927,AlertsAlgosBots,rsi thenusd buy bitcoin ethereum bitcoin,Thu Nov 27 03:34:03 +0000 2025,X
7929,AlertsAlgosBots,rsi superusd buy bitcoin ethereum bitcoin,Thu Nov 27 03:30:12 +0000 2025,X
7930,AlertsAlgosBots,rsi metisusd buy bitcoin ethereum bitcoin,Thu Nov 27 03:30:06 +0000 2025,X
7933,AlertsAlgosBots,rsi achusd buy bitcoin ethereum bitcoin,Thu Nov 27 03:15:55 +0000 2025,X
7936,AlertsAlgosBots,rsi aktusd buy bitcoin ethereum bitcoin,Thu Nov 27 03:15:12 +0000 2025,X
7937,AlertsAlgosBots,rsi jupiusd buy bitcoin ethereum bitcoin,Thu Nov 27 03:15:11 +0000 2025,X
7938,AlertsAlgosBots,rsi driftusd buy bitcoin ethereum bitcoin,Thu Nov 27 03:15:05 +0000 2025,X
7941,Hakabtc.base.eth,ini kalau harga bitcoin harga naik dan cetak ath baru bakal jadi pukulan telak buat yang kemarin ngeluarin statement official tren turun market,Thu Nov 27 03:04:05 +0000 2025,X
7944,AlertsAlgosBots,rsi bananagusd buy bitcoin ethereum bitcoin,Thu Nov 27 02:46:05 +0000 2025,X
7946,AlertsAlgosBots,rsi cosusd buy bitcoin ethereum bitcoin,Thu Nov 27 02:45:28 +0000 2025,X
7947,AlertsAlgosBots,rsi cakeusd buy bitcoin ethereum bitcoin,Thu Nov 27 02:45:11 +0000 2025,X
7949,Karz,masih minus tertawa bitcoin balik ke k udah bep k saya tapi,Thu Nov 27 02:41:35 +0000 2025,X
7950,AlertsAlgosBots,rsi kiteusd buy bitcoin ethereum bitcoin,Thu Nov 27 02:31:36 +0000 2025,X
7953,@NgomonginUang,banyak yang udah untung karena paham bitcoin kripto kalau kamu masih bingung mulai dari mana cobain bundle ebook panduan strategi bitcoin kripto dari ngomu,2025-07-29T12:27:37Z,Youtube
7954,@dikyadisaputra9172,saya sudah nonton series bitcoin dari video pertama tahun lalu dan beli pertama di harga jt an penjelasan mudah dipahami,2025-01-12T07:38:36Z,Youtube
7955,@hancaucreativedigital,per tanggal oktober harga bitcoin k z score p cycle sangat jauh dari bersilangan,2025-10-04T09:23:41Z,Youtube
7956,@rudydarmawan6094,bagus admin udah cicil dari harga jutan sekarang udah m saja next untung ke bitcoin bismillah dapat berkurban sapi idul adha,2025-01-12T07:59:32Z,Youtube
7957,@frankyedi1987,mantab kakak pecinta bitcoin merapat salah satunya saya tidak pernah terlewat ketika bahas bitcoin,2025-01-12T03:54:02Z,Youtube
7958,@mongnyxcaoo-iw7lz,sekarang harga bitcoin udah milyar saya nyesel banget pas harga tidak borong sekarang kayaknya udah mustahil turun lagi,2025-08-14T01:04:16Z,Youtube
7959,@sahabatdewata5240,kagum sama kmu luna semkin love sama chnelmu kenapa dapat ilmu mhal trus kamu bgikan grtis,2025-07-14T05:13:14Z,Youtube
7960,@MPO_Nur26,amiiin untung dari bitcoin dapat berkelimpahan untuk rumah dan haji serta umroh,2025-01-26T15:11:26Z,Youtube
7961,@jeffryalto,mantaaap kakak ingin benar ingin tidak tapi cara menjelaskan spt ini yang dibutuhkan yang nonton jgn lupa like yah kawan kawan,2025-01-12T11:58:49Z,Youtube
7962,@ihsanhfidh,paling enak penjelasan dari channel ini ada animasinya penjelasan nya mudah di mengerti untuk orang orang seperti saya makin maju yaa,2025-08-20T13:55:58Z,Youtube
7963,@muhammadsupriyadi5518,penjelasan yang amad mudah dicerna dan detail terima kasih soalnya di twitter pada panik ingin take untung di saya saya,2025-01-13T04:38:15Z,Youtube
7964,@user-cp7lv4uk3h,ini penjelasan terperinci dan ilmiyah buat hatiku tenang,2025-06-13T08:10:01Z,Youtube
7965,@udinpenyoxs0787,sama persis dengan prediksi saya nonton ini jadi lebih yakin bagus admin trima kasih,2025-01-12T04:25:41Z,Youtube
7966,@AbuzahraXID,tahun lalu pernah di bahas ngomu kalau ngikutin pasti untung,2025-01-12T03:59:46Z,Youtube
7967,@Aji_Permadi,terima kasih admin edukasi ya yang seperti ini bulan febuari buat lagi video edukasi seperti admin sangat sangat bermanfaat,2025-01-12T09:07:03Z,Youtube
7968,@Anakgantengdarisabu,lengkap dan akurat thanks admin,2025-07-19T04:56:34Z,Youtube
7969,@YarlVanst,terima kasih udah bahas dan infonya admin,2025-01-12T03:36:21Z,Youtube
7970,@SarahTerry-r7c,vidiox plg keren untuk di phami,2025-01-28T09:03:31Z,Youtube
7971,@clipediahub,terima kasih informasi nya sangat bermanfaat,2025-02-22T12:39:15Z,Youtube
7972,@BERKAHBOEROENG,saya udah nabung bitcoin rb seminggu sekali,2025-01-12T13:17:26Z,Youtube
7973,@muhammadwibowo-rp9cr,nonton di bulan september sekarang lagi nabung bitcoin dan emas,2025-09-26T12:15:36Z,Youtube
7974,@isalutfi,halo luna hadir menyimak terima kasih ngomu salam sehat selalu,2025-01-12T03:54:35Z,Youtube
7975,@Kenyochannel,terimakasih banyak semoga sehat selalu,2025-01-12T03:48:15Z,Youtube
7976,@Erbas_20,perhitungannya bagus banget kakak salut,2025-01-12T11:02:43Z,Youtube
7977,@muhajirabdullah8191,bagus penjelasannya sangat jelas terima kasih,2025-04-30T03:16:51Z,Youtube
7978,@suryanusantaracomic,terimakasi kk informasi analisisnya sangat membantu,2025-01-12T04:21:59Z,Youtube
7979,@tatsuyathumila,dari dulu dengerin suaranya bagus,2025-01-12T11:31:42Z,Youtube
7980,@ShivaValza,terima kasih bnyak ya info ya bnyak bljar dari video ini,2025-01-12T06:18:02Z,Youtube
7981,@mohdilham8769,sering bahas tentang teknologi blockchain cryptocurrency diantaranya bitcoin altcoin sebab ini adalah revolusinya keuangan dunia yang akan menggantikan uang kertas fiat money,2025-01-31T05:28:24Z,Youtube
7982,@HAR1MLY,tergantung adopsi dari institusi makro ekonomi nd regulasi dari pemerintah,2025-01-12T04:20:12Z,Youtube
7983,@argailham_,bahas juga harga terendah nya dong admin,2025-09-12T10:28:12Z,Youtube
7984,@AwakPening,jika pola sudah terdeteksi maka bandar akan mengubah polah di,2025-01-29T14:40:16Z,Youtube
7985,@rendiii582,terima kasih ya kakak informasinya untuk referensi,2025-01-12T04:21:19Z,Youtube
7986,@buntaransugih,kejadian lalu belum tentu kejadian lagi,2025-01-12T03:58:53Z,Youtube
7987,@GASDONGAMING,admin cara lihat indikator mvrv z score nya dimana bagaimana cara nampilinya,2025-05-27T04:26:41Z,Youtube
7988,@frans.nadeak,terima kasih sangata berbobot ini,2025-01-13T09:14:20Z,Youtube
7989,@withaditriono,bahas prediksi harga dan kondisi after halving admin,2025-01-12T04:41:29Z,Youtube
7990,@iqbaljawad4262,terima kasih banget ilmunya kakak ngomu,2025-01-12T06:37:16Z,Youtube
7991,@storyhiggsdominoisland2842,tutor cara dapatin kamu admin,2025-01-12T03:50:03Z,Youtube
7992,@ShabryfadllyHermawan,akhirnya muncul lagi terima kasih penjelasannya kaa,2025-01-12T04:34:54Z,Youtube
7993,@yolan3649,saya dulu beli digbite harga rupiah sebanyak koin pernah harga rupaiah pe koin,2025-02-02T11:11:30Z,Youtube
7994,@NormalHuman-mp3dd,apakah prabowo ingin beli bitcoin,2025-02-22T11:46:17Z,Youtube
7995,@hasanabu-aba9,aset massa depan serbaguna dan fositip pintas nya,2025-07-11T05:40:05Z,Youtube
7996,@rebanaklasik,keren analisanya terima kasih kakak semoga bermanfaat untuk kita semua,2025-01-16T02:20:48Z,Youtube
7997,@mhilmir_,mantep akhirnya upload juga ini channel,2025-01-12T03:56:54Z,Youtube
7998,@bmjs1294,penjelasannya bagus jelas padat singkat mudah di mengerti,2025-02-07T14:14:23Z,Youtube
7999,@solusi_ruang,admin bahas tron dan ripple donk,2025-07-20T09:14:14Z,Youtube
8000,@borneobitcoincommunity2846,sama analisanya salam sabar dari bbc borneo bitcoin community,2025-05-06T00:00:31Z,Youtube
8001,@RUMAHRICO,sip terima kasih saya sematkan konten video ini admin,2025-01-18T14:31:14Z,Youtube
8002,@budikolit7166,yess sejak sudah ada di dalamnya,2025-01-16T03:02:02Z,Youtube
8003,@bjkkkkkjjjjkk,sekarang udah di harga admin dan saya baru mulai bulan ini,2025-06-29T23:48:32Z,Youtube
8004,@fadlilawing6309,bagus admin penjelasanya mudah dipahami,2025-01-14T00:52:08Z,Youtube
8005,@bomber9818,tetep konsisten nabung near dan mstr dari thn semoga saya tahun ini dapat panen berlimpah amin,2025-04-06T10:07:12Z,Youtube
